,Unnamed: 0,First,Second,Count
1829,1829,с,прибавени,67
1830,1830,резервоари,контролира,67
1831,1831,дъга,с,67
1832,1832,по,долните,67
1833,1833,и,зрение,67
1835,1835,обем,движения,67
1838,1838,сър,дейност,67
1840,1840,и,вибрационен,67
1848,1848,частична,резекция,66
1850,1850,затруднени,движения,66
1851,1851,за,преглед,66
1852,1852,ляво,око,66
1853,1853,без,висцеромегалия,66
1855,1855,за,самоконтрол,66
1856,1856,симетричен,гръден,66
1857,1857,и,тонзили,66
1859,1859,ритъм,без,66
1861,1861,латентна,хемипареза,66
1862,1862,неболезнен,на,66
1865,1865,мек,оперативен,66
1866,1866,сухожилни,и,66
1867,1867,норма,ПЛВ,66
1881,1881,периферен,застой,66
1886,1886,симптоматика,не,66
1887,1887,на,зрението,65
1888,1888,за,място,65
1889,1889,с,данни,65
1890,1890,условията,на,65
1891,1891,в,състояние,65
1892,1892,диабетна,полиневропатия,65
1893,1893,без,оток,65
1895,1895,липсват,отоци,65
1897,1897,б.о,ЗРЕНИЕ,65
1898,1898,симетричен,ясен,65
1908,1908,далак,неувеличени,65
1911,1911,дейност,корем,65
1913,1913,ПОС,б.о,65
1916,1916,цел,не,64
1918,1918,преглед,контрол,64
1920,1920,тонове,пулс,64
1922,1922,варици,по,64
1923,1923,ПАЛПАТОРНА,БОЛЕЗНЕНОСТ,64
1925,1925,тазови,резервоари,64
1927,1927,цветно,зрение,64
1928,1928,апарат,без,64
1930,1930,лигавици,нормално,64
1931,1931,ЛВ,и,64
1933,1933,ритмична,с,64
1935,1935,горни,крайници,63
1936,1936,артериална,хипертония,63
1938,1938,в,условията,63
1939,1939,пръстите,на,63
1940,1940,с-е,след,63
1941,1941,без,отклонение,63
1942,1942,дишане,изострено,63
1947,1947,РСД,корем,63
1948,1948,бол,в,63
1949,1949,двустранно,отрицателно,63
1951,1951,ОПОРНО-ДВИГ.АПАРАТ,артрозни,63
1953,1953,хипестезия,по,63
1956,1956,намалени,пулсации,63
1958,1958,и,време,63
1962,1962,лигавици,с,63
1963,1963,ало,и,63
1964,1964,ПАЛПАТОРНА,БОЛКА,63
1967,1967,КОРЕМ,С,63
1969,1969,подвижни,без,63
1978,1978,всички,магистрални,63
1979,1979,допълнителни,изследвания,62
1980,1980,да,бъде,62
1981,1981,на,пръстите,62
1982,1982,възли,в,62
1983,1983,болезненост,на,62
1984,1984,с,множество,62
1985,1985,по,лицето,62
1986,1986,и,дребни,62
1987,1987,на,достъпни,62
1989,1989,б.о,ДС,62
1990,1990,б.о,СНР,62
1991,1991,дишане,единични,62
1992,1992,оточни,подбедрици,62
1996,1996,ДИШАНЕ,С,62
1997,1997,в,минута,62
1998,1998,щит.жлеза,б.о,62
2008,2008,запазена,ЧМН,62
2009,2009,захарен,диабет,61
2010,2010,в,ушите,61
2011,2011,се,постигне,61
2012,2012,и,консултации,61
2013,2013,на,простата,61
2014,2014,и,лечение,61
2015,2015,и,без,61
2016,2016,с,ограничени,61
2019,2019,плътна,консистенция,61
2023,2023,обложен,ГЪРЛО,61
2024,2024,мек,крайници,61
2025,2025,меки,коремни,61
2027,2027,дроб,отслабено,61
2028,2028,средни,влажни,61
2032,2032,дейност,със,61
2034,2034,сетивност,без,61
2035,2035,розови,ПЛВ,61
2038,2038,тонове,корем,61
2039,2039,НА,ВЪРХА,61
2042,2042,в,гърлото,60
2043,2043,операция,по,60
2044,2044,и,над,60
2045,2045,от,страна,60
2046,2046,с,белезникав,60
2047,2047,зрение,и,60
2048,2048,еластична,консистенция,60
2049,2049,ЖЛЕЗА,нормални,60
2051,2051,застойни,отоци,60
2052,2052,шиен,венозен,60
2055,2055,ОДС,б.о,60
2056,2056,тип,за,60
2057,2057,мек,лека,60
2058,2058,статус,запазена,60
2061,2061,ОПОРНО-ДВИГ.АПАРАТ,крайници,60
2065,2065,опорно,двигателен,60
2066,2066,жлези,не,60
2069,2069,БЕЗ,ДАННИ,60
2070,2070,СЪРДЕЧНИ,ТОНОВЕ,60
2073,2073,сърце,и,60
2075,2075,с,еластични,60
2078,2078,СНР,еднакви,60
2084,2084,СА,на,59
2085,2085,на,извънболничната,59
2086,2086,извънболничната,помощ,59
2087,2087,постигне,в,59
2088,2088,десния,крак,59
2089,2089,артрозни,изменения,59
2093,2093,и,оцветка,59
2095,2095,болка,паравертебрално,59
2096,2096,неболезнен,с,59
2099,2099,рефлекси,двустранно,59
2100,2100,ляво,и,59
2101,2101,шум,с,59
2104,2104,спокоен,оперативен,59
2106,2106,тонове,ритмична,59
2109,2109,с,размери,58
2110,2110,тъй,като,58
2111,2111,необходимост,от,58
2112,2112,пациента,не,58
2116,2116,лявата,гърда,58
2117,2117,БОЛКА,В,58
2118,2118,с,оглед,58
2120,2120,терапия,контролен,58
2122,2122,рефлекси,без,58
2125,2125,кош,неболезнен,58
2126,2126,С-МА,без,58
2131,2131,дейност,ритмична,58
2139,2139,СТ,без,58
2140,2140,симетрични,без,58
2141,2141,ПУЛС,У,58
2144,2144,за,допир,58
2148,2148,индиферентна,позиция,58
2149,2149,добре,развита,58
2151,2151,далак,неувеличен,58
2152,2152,болезненост,физиологична,58
2154,2154,шум,в,57
2155,2155,консултации,за,57
2156,2156,с,бланка,57
2157,2157,от,лесна,57
2158,2158,операция,на,57
2159,2159,по,краката,57
2160,2160,лява,мл.жлеза,57
2161,2161,рана,в,57
2162,2162,на,гърба,57
2163,2163,гръбначния,стълб,57
2164,2164,гръдна,половина,57
2168,2168,липсващо,в,57
2171,2171,шия,без,57
2172,2172,с,намален,57
2174,2174,вертебрален,синдром,57
2179,2179,ПВ,б.о,57
2181,2181,еднакви,сетивност-запазена,57
2188,2188,да,бъда,56
2189,2189,с,болки,56
2190,2190,от,години,56
2191,2191,помощ,тъй,56
2192,2192,като,има,56
2193,2193,има,необходимост,56
2194,2194,от,допълнителни,56
2195,2195,за,които,56
2196,2196,които,НЗОК,56
2197,2197,НЗОК,не,56
2198,2198,да,осигури,56
2199,2199,състояние,да,56
2200,2200,да,заплати,56
2201,2201,заплати,при,56
2202,2202,при,назначаването,56
2203,2203,назначаването,им,56
2204,2204,им,с,56
2205,2205,синдром,на,56
2206,2206,на,възраст,56
2207,2207,с,артрозни,56
2209,2209,коленните,стави,56
2213,2213,дясна,белодробна,56
2214,2214,леко,отслабено,56
2221,2221,повърхностна,сетивност,56
2222,2222,с,мекоеластични,56
2224,2224,и,около,56
2226,2226,неболезнен,ОДА,56
2228,2228,тонове,глуховати,56
2235,2235,с,правилен,56
2242,2242,сетивност-запазена,ОДА,56
2243,2243,тон,СЪРЦЕ,56
2244,2244,реналис,от,56
2248,2248,бъда,диспансеризиран,55
2249,2249,силни,болки,55
2250,2250,осигури,достатъчен,55
2251,2251,достатъчен,РС,55
2252,2252,РС,а,55
2253,2253,а,пациента,55
2254,2254,и,черен,55
2256,2256,на,крака,55
2257,2257,ГЪРЛО,спокойно,55
2258,2258,мускулен,тонус,55
2259,2259,болезнена,при,55
2262,2262,образувание,с,55
2266,2266,едри,влажни,55
2268,2268,шия,с,55
2269,2269,и,вид.лигавици,55
2271,2271,МРД,ЧМН,55
2272,2272,по,обем,55
2275,2275,за,ЗСН,55
2276,2276,глуховати,сърдечни,55
2277,2277,острота,VOD,55
2279,2279,увеличени,ЕЗИК,55
2280,2280,правилна,сърдечна,55
2282,2282,в,пълен,55
2284,2284,подвижен,неболезнен,55
2290,2290,ДС,сонорен,55
2294,2294,и,цианоза,55
2298,2298,стягане,в,54
2299,2299,от,няколко,54
2302,2302,белезникав,налеп,54
2303,2303,отклонения,в,54
2304,2304,а.,дорзалис,54
2309,2309,подкожна,мастна,54
2310,2310,острота,и,54
2311,2311,СУХИ,СВИРКАЩИ,54
2312,2312,кош,двете,54
2313,2313,сухи,и,54
2314,2314,рана,спокойна,54
2317,2317,КОРЕМ,на,54
2318,2318,двустранно,крайници,54
2319,2319,перкуторни,граници,54
2324,2324,периферните,артерии,54
2328,2328,статус,ВПО,54
2330,2330,чувствителност,и,54
2333,2333,усет,за,54
2336,2336,застой,ДС,54
2337,2337,на,горни,53
2338,2338,се,към,53
2339,2339,лечение,в,53
2340,2340,бланка,МЗ,53
2341,2341,по,тялото,53
2343,2343,повърхност,на,53
2344,2344,зрение,на,53
2345,2345,варици,на,53
2349,2349,видими,лигавици-бледи,53
2351,2351,адекватна,ориентирана,53
2352,2352,ШУМОВА,НАХОДКА,53
2354,2354,единични,дребни,53
2355,2355,КОЖА,бледа,53
2363,2363,бял,налеп,53
2364,2364,болезненост,и,53
2365,2365,VOS,=,53
2366,2366,жлеза,без,53
2368,2368,пръснати,двустранно,53
2369,2369,мек,над,53
2371,2371,БЕЗ,ПРИБАВЕНИ,53
2372,2372,ХРИПОВЕ,ССС,53
2373,2373,и,походка,53
2374,2374,ДРОБ,ЧИСТО,53
2375,2375,ВИДИМИ,ЛИГАВИЦИ,53
2380,2380,със,акцентуиран,53
2384,2384,тон,нормостеничен,53
2386,2386,на,орех,52
2387,2387,дебело,черво,52
2388,2388,няколко,дни,52
2389,2389,В,ДЯСНО,52
2391,2391,ЕЗИК,обложен,52
2392,2392,в,горен,52
2393,2393,влажен,обложен,52
2395,2395,за,отоци,52
2398,2398,ОДА,и,52
2401,2401,нормофреквентна,дейност,52
2402,2402,дейност,чисти,52
2403,2403,деформации,в,52
2404,2404,тонове,систоличен,52
2405,2405,при,натиск,52
2406,2406,с,помощно,52
2409,2409,пулсации,запазени,52
2410,2410,крайници,затруднена,52
2411,2411,с,бял,52
2412,2412,острота,(,52
2413,2413,РСД,акцентуиран,52
2416,2416,двустранно,чисто,52
2418,2418,нормална,оцветка,52
2423,2423,ЗА,ВЪЗРАСТТА,52
2426,2426,дишане,чист,52
2429,2429,желая,да,51
2430,2430,за,оперативно,51
2431,2431,се,при,51
2433,2433,дясно,коляно,51
2434,2434,половина,на,51
2435,2435,и,крампи,51
2436,2436,промени,на,51
2437,2437,на,оперативен,51
2441,2441,и,хъркащи,51
2442,2442,и,честота,51
2443,2443,и,деформации,51
2445,2445,б.о,ЧМН,51
2449,2449,правилна,ритмична,51
2451,2451,кетонни,тела,51
2452,2452,изострено,дишане,51
2454,2454,жлеза,увеличена,51
2455,2455,ограничена,подвижност,51
2456,2456,ЗРЕНИЕ,VOD,51
